SalesKey,DateKey,SalesQuantity,SaleAmount,ProfitAmount,Region,States,ProductName,ProductCategoryName,ProductSubcategoryName,Feedback
1547,2019-11-13,1,525.01,0.0,93150,LE BLANC MESNIL,DIVERS,TOYOTA,PARE-BRISE V (YC ENJ.SUP+CALES),5
1549,2020-02-21,1,111.11,100.0,95360,MONTMAGNY,DIVERS,DIVERS,DISQUE ET PLAQUETTE AV,1
1551,2021-03-05,1,643.56,100.0,93140,BONDY,DIVERS,DIVERS,REMPLACEMENT VITRAGE AVANT PIECE ET MO,1
1552,2021-08-10,1,257.95,0.0,93150,LE BLANC MESNIL,DIVERS,OPEL,PARE-BRISE V ATHERMIQUE (ABSORB.THERMIQUE),7
1554,2022-01-25,1,80.0,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,1 VITRE AVANT SPRINTER,1
1554,2022-01-25,1,373.82,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,MERCEDES,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (VITRAGE ATHERM.INTEGRALE),1
1555,2022-04-22,1,1107.64,0.0,75009,PARIS 9EME ARRONDISSEMENT,DIVERS,DIVERS,PONT ARRIERE,10
1555,2022-04-22,2,67.53,0.0,75009,PARIS 9EME ARRONDISSEMENT,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,10
1556,2022-07-11,1,111.11,100.0,27440,ECOUIS,DIVERS,DIVERS,DEFLECTEUR  AVD BOXER PIECE ET MO,4
1557,2023-02-17,1,20.18,0.0,60530,NEUILLY EN THELLE,DIVERS,RENAULT,KIT AGRAFE ENJOLIVEUR P/B (POUR 1 COTE),8
1557,2023-02-17,1,125.0,100.0,60530,NEUILLY EN THELLE,DIVERS,DIVERS,2 pneus 225/45/18 ,8
1558,2023-07-12,1,52.08,100.0,77410,VILLEVAUDE,DIVERS,DIVERS,1 VITRAGE ,2
1559,2023-09-09,1,125.0,100.0,95200,SARCELLES,DIVERS,DIVERS,plaquette + disque,9
1561,2024-03-20,1,432.59,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,NISSAN,PARE-BRISE V CAPTEUR PLUIE (+ENJS+CAL/ALLUM.FEU AUTO),0
1562,2024-06-10,1,250.0,100.0,93430,VILLETANEUSE,DIVERS,DIVERS,forfait vidange 3 filtres ,1
1562,2024-06-10,1,23.33,100.0,93430,VILLETANEUSE,DIVERS,DIVERS,CUSTODE ARRIERE DROIT VERT CLIO II 3P 98-12  7248RGSH3RQZ,1
1564,2018-06-27,1,555.56,100.0,75020,PARIS 20EME ARRONDISSEMENT,DIVERS,DIVERS,4 PNEUS CONTINENTAL,7
1565,2018-09-24,1,412.5,0.0,78280,GUYANCOURT,DIVERS,AGC,Pare-brise clair dégradé bleu,1
1566,2018-12-08,1,41.67,100.0,95720,LE MESNIL AUBRY,DIVERS,DIVERS,1 VITRE AV DROITE RENAULT KANGOO,6
1567,2019-02-20,1,152.78,100.0,93240,STAINS,DIVERS,DIVERS,1 DS5,1
1569,2019-09-21,1,39.01,0.0,93420,VILLEPINTE,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,9
1572,2020-02-21,1,350.12,0.0,93240,STAINS,DIVERS,HONDA,PARE-BRISE V CAPTEUR PLUIE,0
1572,2020-02-21,1,254.68,0.0,93240,STAINS,DIVERS,BMW,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (DEGRADE),0
1573,2020-05-08,1,380.72,0.0,77500,CHELLES,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert,3
1574,2020-06-11,1,693.75,0.0,95140,GARGES LES GONESSE,DIVERS,VOLKSWAGEN,PARE-BRISE V ATHERMIQUE CHAUFFANT (YC EMBASE/INTERMITT.4 VIT),10
1575,2020-07-16,1,369.95,0.0,93700,DRANCY,DIVERS,MERCEDES,PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQUE/AFF.TETE HAUTE),5
1576,2020-12-23,1,86.81,100.0,95120,ERMONT,DIVERS,DIVERS,vidange filtre a aire filtre a huil,2
1582,2022-07-11,1,24.31,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,UNE ANTENNE RADIO ,4
1582,2022-07-11,1,16.03,0.0,93600,AULNAY SOUS BOIS,DIVERS,PILKINGTON,Enjoliveur pare-brise,4
1583,2022-10-28,1,21.09,100.0,95400,ARNOUVILLE LES GONESSE,DIVERS,DIVERS,RENAULT | CLIO | HATCH 5P | III 2005-2013 | FIXE PORTE ARRIÈRE GAUCHE,7
1583,2022-10-28,1,225.42,0.0,95400,ARNOUVILLE LES GONESSE,DIVERS,AGC,Pare-brise vert,7
1584,2023-05-05,1,12.5,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,1 REPARATION PNEU VEHICULE FL-970-LL,2
1585,2023-07-12,1,48.34,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,[7252BGSVRU] LUNETTE TEINTE VERT DROITE NON CHAUFFANT TRAFIC 2/VIV 01-14 ,10
1589,2018-09-25,1,50.0,100.0,93200,ST DENIS,DIVERS,DIVERS,8649LYP5RVZ VITRE MOBILE ARRIERE GAUCHE PRIVACY (NOIR) VOLKSWAGEN T-CROSS 19-,9
1590,2018-12-10,1,243.06,100.0,95310,ST OUEN L AUMONE,DIVERS,DIVERS,vidange complète master,8
1590,2018-12-10,1,1156.22,0.0,95310,ST OUEN L AUMONE,DIVERS,CITROEN,PARE-BRISE V (POUR VERSIONS 5 PLACES),8
1591,2019-07-30,1,500.92,0.0,75017,PARIS 17EME ARRONDISSEMENT,DIVERS,NISSAN,PARE-BRISE V CAPTEUR PLUIE (POUR FOURG AR VITREE),4
1591,2019-07-30,1,451.39,100.0,75017,PARIS 17EME ARRONDISSEMENT,DIVERS,DIVERS,MO,4
1592,2019-09-21,1,2.09,100.0,75018,PARIS 18EME ARRONDISSEMENT,DIVERS,DIVERS,REGLAGE CAMERA DE RECUL,5
1592,2019-09-21,1,55.56,0.0,75018,PARIS 18EME ARRONDISSEMENT,DIVERS,DIVERS,1 PNEU 195/70/15C,5
1594,2020-01-04,1,83.33,100.0,93150,LE BLANC MESNIL,DIVERS,DIVERS,2 pneus 195/70/14,2
1595,2020-06-11,1,29.18,0.0,93200,ST DENIS,DIVERS,DIVERS,[7293LGSR5RD] GLACE DESCENDANTE ARRIERE GAUCHE TEINTE VERT RENAULT CAPTUR 13-,6
1596,2020-07-17,1,104.17,100.0,93320,LES PAVILLONS SOUS BOIS,DIVERS,DIVERS,VIS CULASSE,0
1596,2020-07-17,1,30.38,0.0,93320,LES PAVILLONS SOUS BOIS,DIVERS,CITROEN,ENJOLIVEUR SUP PARE-BRISE,0
1597,2021-06-07,1,157.5,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,PARE-BRISE VERT ACOUSTIQUE RENAULT TALISMAN CAPTEUR DE PLUIE 15- 7301AGAMVZ,4
1599,2021-11-04,1,35.03,100.0,93140,BONDY,DIVERS,DIVERS,1 VITRE AR DROITE 208,7
1600,2022-01-25,1,91.67,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,LUNETTE PRIVACY CLASSE V W447 14-  5382BYPM,9
1600,2022-01-25,1,42.84,0.0,93600,AULNAY SOUS BOIS,DIVERS,SMART,JOINT PARE-BRISE,9
1601,2022-04-22,1,27.5,100.0,75017,PARIS 17EME ARRONDISSEMENT,DIVERS,DIVERS,VITRE MOBILE ARRIERE DROIT VERT W212 BERLINE 09-15  5371RGSS4RD,7
1602,2022-07-11,1,281.57,0.0,59600,MAUBEUGE,DIVERS,PILKINGTON,Lunette AR teintée vert,4
1603,2023-02-17,1,333.33,100.0,93240,STAINS,DIVERS,DIVERS,VIDANGE +4 PNEUS CRAFTER DF-592-FF,3
1604,2023-05-05,1,59.94,100.0,78330,FONTENAY LE FLEURY,DIVERS,DIVERS,consomable ,8
1605,2023-07-12,1,145.83,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,CUSTODE AR GAUCHE T-ROC,2
1606,2023-09-09,1,37.78,0.0,60820,BORAN SUR OISE,DIVERS,PILKINGTON,Enjoliveur pare-brise,9
1606,2023-09-09,1,173.61,0.0,60820,BORAN SUR OISE,DIVERS,DIVERS,1 vitrage avant peugeot 206 +MO+GEO ,9
1609,2018-04-23,1,154.63,0.0,75016,PARIS 16EME ARRONDISSEMENT,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé gris,0
1610,2018-06-28,1,649.86,0.0,93200,ST DENIS,DIVERS,FIAT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC CALES),7
1611,2018-09-25,1,12.5,100.0,95500,GONESSE,DIVERS,DIVERS,REPARATION PNEUS VEHICULE/BL-634-AQ,1
1611,2018-09-25,1,65.83,100.0,95500,GONESSE,DIVERS,DIVERS,T1 REMPLACER VITRE FIX PORTE AVD,1
1613,2019-04-26,1,116.67,100.0,93440,DUGNY,DIVERS,DIVERS,PARE BRISE VW TIGUAN CAT CAM 8627AGACMVZ1D (VSF),4
1617,2020-01-04,1,125.0,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,2 PNEUS 225/55/18,0
1619,2020-06-11,1,200.0,100.0,92110,CLICHY,DIVERS,DIVERS,PARE-BRISE VERT TRANSIT CUSTOM CHAUFFANT CAPTEUR DE PLUIE 13-16,7
1619,2020-06-11,1,18.68,0.0,92110,CLICHY,DIVERS,BMW,JOINT SUP PARE-BRISE (POUR AFFICHAGE TETE HAUTE),7
1622,2020-12-23,1,27.78,100.0,93000,BOBIGNY,DIVERS,DIVERS,FILTRE A POLLEN,2
1622,2020-12-23,1,641.22,0.0,93000,BOBIGNY,DIVERS,PEUGEOT,PARE-BRISE V (YC JOINTS),2
1623,2021-06-07,1,79.86,100.0,95360,MONTMAGNY,DIVERS,DIVERS,1 TENDEUR DE COURROIE +1COURROIE ALTERNATEUR,4
1623,2021-06-07,1,34.17,100.0,95360,MONTMAGNY,DIVERS,DIVERS,VITRE MOBILE AVANT DROIT VERT AUDI A3 3P 12-  8616RGSH3FD,4
1625,2021-11-04,1,296.49,0.0,95140,GARGES LES GONESSE,DIVERS,AGC,Pare-brise clair,1
1626,2022-04-23,1,17.36,100.0,91130,RIS ORANGIS,DIVERS,DIVERS,M.O.,3
1627,2022-07-11,1,25.62,0.0,93340,LE RAINCY,DIVERS,HYUNDAI,ENJOLIVEUR SUP PARE-BRISE,10
1627,2022-07-11,1,82.38,0.0,93340,LE RAINCY,DIVERS,MERCEDES,GLACE FIXE BL ATHERMIQUE PTE ARD (SURTEINTEE),10
1629,2023-02-17,1,333.33,100.0,93240,STAINS,DIVERS,DIVERS,PARE BRISE RENAULT MEGANE IV CAP CAM + MAIN D'OEUVRE ,2
1630,2023-05-05,1,80.26,0.0,34080,MONTPELLIER,DIVERS,RENAULT,GLACE FIXE V PTE ARD,0
1631,2023-07-12,1,289.29,0.0,94400,VITRY SUR SEINE,DIVERS,PEUGEOT,PARE-BRISE V CAPTEUR PLUIE (+JT/CAMERA/ANTI-COLLISION),6
1634,2024-06-11,1,191.67,100.0,93200,ST DENIS,DIVERS,DIVERS,PARE-BRISE VERT BANDEAU GRIS C3 3 ET 5 PORTES ZENITH CAPTEUR PL/LU 09-16 (CHGT,0
1636,2018-06-28,1,152.42,0.0,62100,CALAIS,DIVERS,MERCEDES,PARE-BRISE V DEGRADE,8
1636,2018-06-28,1,100.0,100.0,62100,CALAIS,DIVERS,DIVERS,DEPANNAGE VEHICULE ,8
1637,2018-09-25,1,111.11,100.0,95500,GONESSE,DIVERS,DIVERS,2 pneus 215/65/16c,8
1637,2018-09-25,1,16.03,100.0,95500,GONESSE,DIVERS,DIVERS,JOINT PARE-BRISE,8
1639,2019-02-20,1,664.21,0.0,93200,ST DENIS,DIVERS,NISSAN,PARE-BRISE V,3
1640,2019-04-27,1,379.17,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,PILKINGTON (EUROCODE),Pare-brise,1
1640,2019-04-27,1,8.33,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,ENJOLIVEUR PARE-BRISE TOYOTA RAV 4 13-19  8410ASMR ,1
1641,2019-06-21,1,32.5,100.0,93350,LE BOURGET,DIVERS,DIVERS,DEFLECTEUR AVANT DROIT VERT RENAULT SCENIC II 03-09 7257RGSV5FV,7
1641,2019-06-21,1,1936.89,0.0,93350,LE BOURGET,DIVERS,MERCEDES,GLACE T/O AV (ELECTRIQUE),7
1643,2019-09-21,1,250.0,100.0,93220,GAGNY,DIVERS,DIVERS,1 turbo ,8
1644,2019-11-14,1,201.67,0.0,95410,GROSLAY,DIVERS,PILKINGTON (EUROCODE),Agrafes pare-brise,2
1644,2019-11-14,1,90.28,100.0,95410,GROSLAY,DIVERS,DIVERS,Rotule de direction AVG et AVD plus MO ,2
1645,2020-01-04,1,304.33,0.0,60750,CHOISY AU BAC,DIVERS,VOLKSWAGEN,PARE-BRISE V,4
1645,2020-01-04,1,76.39,100.0,60750,CHOISY AU BAC,DIVERS,DIVERS,MONTAGE ET PNEUS 185/65/15,4
1646,2020-02-21,1,41.67,100.0,93200,ST DENIS,DIVERS,DIVERS,MAIN D'OEUVRE ,9
1646,2020-02-21,1,20.83,100.0,93200,ST DENIS,DIVERS,DIVERS,collecteur pot d'echapement,9
1647,2020-07-17,1,439.0,100.0,91200,ATHIS MONS,DIVERS,DIVERS,PARE BRISE V CAPTEUR PLUIE,2
1650,2021-06-07,1,33.33,100.0,92230,GENNEVILLIERS,DIVERS,DIVERS,VITRE MOBILE ARRIERE DROIT VERT FONCEE VOLKSWAGEN GOLF VII 5P 12-  8618RGPH5RDW,5
1651,2021-08-10,1,1156.22,0.0,95200,SARCELLES,DIVERS,CITROEN,PARE-BRISE V (POUR VERSIONS 5 PLACES),5
1654,2022-07-11,1,13.89,100.0,75019,PARIS 19EME ARRONDISSEMENT,DIVERS,DIVERS,JEUX ESSUIE GLACE,5
1655,2022-10-31,1,319.44,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,4 pneus +PLAQUETTE AV RENAULT MASTER III,2
1656,2023-07-12,1,216.22,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,1 vitre av c1,0
1657,2023-09-09,1,430.56,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,4 PNEUS 285/40/22,7
1657,2023-09-09,1,23.33,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,[6557LGSV3FDW] GLACE DESCENDANTE AVANT GAUCHE TVA déductible TEINTE VERT BIPPER / NEMO/ FIORINO 08- ,7
1658,2024-03-20,1,128.78,0.0,92600,ASNIERES SUR SEINE,DIVERS,PILKINGTON,Pare-brise vert dégradé vert,10
1658,2024-03-20,1,83.33,100.0,92600,ASNIERES SUR SEINE,DIVERS,DIVERS,2 PNEU 215/60/15,10
1660,2018-04-24,1,342.44,0.0,51100,REIMS,DIVERS,AGC,Pare-brise vert,9
1661,2018-06-28,1,431.93,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,OPEL,PARE-BRISE V,6
1662,2018-09-25,1,28.33,100.0,93270,SEVRAN,DIVERS,DIVERS,VITRE MOBILE AVG MERCEDES 5352LGSC2FD1H,5
1663,2018-12-10,1,632.29,0.0,95100,ARGENTEUIL,DIVERS,PILKINGTON,Pare-brise vert,1
1663,2018-12-10,1,71.67,100.0,95100,ARGENTEUIL,DIVERS,DIVERS,MAIN D'OEUVRE CARROSSERIE EN T1,1
1667,2019-07-30,1,436.89,0.0,95500,GONESSE,DIVERS,PEUGEOT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (REFLECHISS./LAT+AR TREMPE),7
1667,2019-07-30,1,388.89,100.0,95500,GONESSE,DIVERS,DIVERS,4 pneus michelin 205/70/15c,7
1668,2019-09-23,1,125.0,100.0,93240,STAINS,DIVERS,DIVERS,2 PNEUS 225/55/18,8
1669,2020-01-04,1,270.83,100.0,91000,EVRY,DIVERS,DIVERS,5 pneus 215/70/15c,0
1673,2020-12-23,1,65.83,100.0,78140,VELIZY VILLACOUBLAY,DIVERS,DIVERS,REMPLACEMENT PARE BRISE IVECO,0
1674,2021-06-07,1,168.26,0.0,60230,CHAMBLY,DIVERS,RENAULT,LUNETTE V CHAUFFANTE,10
1675,2021-08-10,1,10.0,100.0,93240,STAINS,DIVERS,DIVERS,FILTRE A HUIL,1
1675,2021-08-10,1,297.45,0.0,93240,STAINS,DIVERS,RENAULT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE,1
1677,2022-01-25,1,162.61,0.0,95140,GARGES LES GONESSE,DIVERS,PILKINGTON,Pare-brise vert solar,6
1677,2022-01-25,1,441.33,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,1 EMBRAYAGE ,6
1679,2022-07-11,1,338.58,0.0,92600,ASNIERES SUR SEINE,DIVERS,PEUGEOT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC ENJOLIVEURS ET CALES),5
1679,2022-07-11,1,125.0,100.0,92600,ASNIERES SUR SEINE,DIVERS,DIVERS,2 PNEUS POUR FORD TRANSIT (AY-577-WY) LE 14/09/2023,5
1680,2022-10-31,1,29.17,100.0,93430,VILLETANEUSE,DIVERS,DIVERS,VITRE MOBILE AVG GOLF VI 8600LGSH5F,4
1680,2022-10-31,1,661.13,0.0,93430,VILLETANEUSE,DIVERS,PEUGEOT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC JT/ACOUSTIQUE),4
1681,2023-02-18,1,318.0,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert solar,5
1681,2023-02-18,32,207.51,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,REMBOURSEMENT FRANCHISE OFFERTE,5
1682,2023-07-12,1,379.22,0.0,93240,STAINS,DIVERS,FORD (EU),PARE-BRISE V CAPTEUR PLUIE (YC JOINT/ELECTROCHROME),10
1683,2023-11-23,1,20.66,0.0,95350,ST BRICE SOUS FORET,DIVERS,PEUGEOT,JOINT GLACE AVANT PAVILLON (AR DE LA GLACE AV),0
1683,2023-11-23,1,62.5,100.0,95350,ST BRICE SOUS FORET,DIVERS,DIVERS,DEF AVD IVECO,0
1684,2024-06-12,1,418.28,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,FORD (EU),PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQUE/NAVIG.SYNC2),4
1685,2018-04-24,1,11.52,0.0,95500,BONNEUIL EN FRANCE,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,2
1685,2018-04-24,1,10.34,0.0,95500,BONNEUIL EN FRANCE,DIVERS,CITROEN,JOINT PARE-BRISE G,2
1687,2019-02-20,1,149.7,0.0,93200,ST DENIS,DIVERS,PILKINGTON,Pare-brise vert,0
1687,2019-02-20,1,6.94,100.0,93200,ST DENIS,DIVERS,DIVERS,LIQUIDE DE FREN,0
1689,2019-09-23,1,295.97,0.0,93420,VILLEPINTE,DIVERS,AGC,Pare-brise vert,3
1690,2020-01-04,1,266.67,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,1 MORTISSEUR AVANT,7
1693,2020-07-18,1,392.76,0.0,94400,VITRY SUR SEINE,DIVERS,BMW,PARE-BRISE V CAPTEUR PLUIE (AFF.TETE HAUTE/SORTI-VOIE),9
1695,2020-12-23,1,515.83,0.0,22000,ST BRIEUC,DIVERS,AUDI,PARE-BRISE V DEGRADE CAPTEUR PLUIE (+EMB/ATH/ASS.CHANGEM-VOIE),1
1696,2021-06-07,1,133.75,100.0,93800,EPINAY SUR SEINE,DIVERS,DIVERS,HUIL ET FILTRES,7
1697,2021-08-10,1,62.46,100.0,93800,EPINAY SUR SEINE,DIVERS,DIVERS,JOINT INF ET JOINT SUP ,8
1698,2022-04-25,1,177.67,0.0,93170,BAGNOLET,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert,6
1700,2022-10-31,1,222.22,100.0,60000,BEAUVAIS,DIVERS,DIVERS,4 pneus 205/65/16c  intertrac ,2
1703,2023-11-24,1,638.25,0.0,75009,PARIS 9EME ARRONDISSEMENT,DIVERS,AUDI,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMB/ENJ.SUP/EQUIP.CAMERA),6
1708,2020-01-04,1,390.29,0.0,93200,ST DENIS,DIVERS,VOLKSWAGEN,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMB RETRO),1
1708,2020-01-04,6,24.31,100.0,93200,ST DENIS,DIVERS,DIVERS,VENTE AU CONTOIRE,1
1709,2020-05-08,1,58.12,100.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,[7252BGSVRU1J] LUNETTE TEINTE VERT DROIT NON CHAUFFANT TRAFIC 2 SUR 01-14,0
1711,2020-09-17,1,764.54,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,PILKINGTON (EUROCODE),Pare-brise clair,9
1711,2020-09-17,1,62.5,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,HYUNDAI | I30 | BRK 5P | 2007-2012 | GLACE PORTE AVANT DROITE,9
1712,2020-12-23,1,442.75,0.0,22410,ST QUAY PORTRIEUX,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé gris,4
1712,2020-12-23,1,110.0,100.0,22410,ST QUAY PORTRIEUX,DIVERS,DIVERS,PARE BRISE ALFA 159  2039AGAM1B,4
1715,2022-04-25,1,222.15,0.0,93200,ST DENIS,DIVERS,FORD (EU),LUNETTE V CHAUFFANTE (SANS ESS-GLACE/SURTEINTEE),10
1715,2022-04-25,1,31.25,100.0,93200,ST DENIS,DIVERS,DIVERS,3 litres huile de boite ,10
1716,2022-07-12,1,416.67,100.0,93300,AUBERVILLIERS,DIVERS,DIVERS,4 pneus 215/61/17 miclin 96h tl alpin 4,0
1716,2022-07-12,1,125.0,100.0,93300,AUBERVILLIERS,DIVERS,DIVERS,POMPE INJECTION,0
1718,2023-05-05,1,180.56,100.0,78800,HOUILLES,DIVERS,DIVERS,pare brise opel,4
1720,2023-09-11,1,157.5,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,PARE-BRISE VERT ACOUSTIQUE RENAULT TALISMAN CAPTEUR DE PLUIE 15- 7301AGAMVZ,6
1721,2023-11-24,1,55.56,0.0,93150,LE BLANC MESNIL,DIVERS,DIVERS,VITRAGE GOLF IV,7
1721,2023-11-24,1,142.36,100.0,93150,LE BLANC MESNIL,DIVERS,DIVERS,PARE BRISE KIA PICANTO,7
1722,2024-06-13,2,513.04,0.0,93430,VILLETANEUSE,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert solar,10
1723,2018-04-24,1,83.33,100.0,77210,AVON,DIVERS,DIVERS,MAIN D'OEUVRE ,0
1723,2018-04-24,1,142.36,100.0,77210,AVON,DIVERS,DIVERS,PARE BRISE KIA PICANTO,0
1724,2018-09-27,1,415.33,0.0,95200,SARCELLES,DIVERS,VOLKSWAGEN,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE/EQUIP.CAMERA),6
1725,2018-12-10,1,84.17,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,6543AGSVZ PARE BRISE 307,6
1725,2018-12-10,1,329.13,0.0,95140,GARGES LES GONESSE,DIVERS,RENAULT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE,6
1726,2019-02-21,2,173.26,0.0,95200,SARCELLES,DIVERS,PEUGEOT,GLACE FIXE V PTE AVD (YC CADRE),9
1728,2019-06-21,1,76.39,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,2 pneus 195/65/15,7
1729,2019-07-31,1,83.33,100.0,75018,PARIS 18EME ARRONDISSEMENT,DIVERS,DIVERS,2 pneus 195/55/16,0
1730,2019-09-23,1,299.82,0.0,93240,STAINS,DIVERS,PILKINGTON (EUROCODE),Pare-brise clair,10
1730,2019-09-23,1,20.83,100.0,93240,STAINS,DIVERS,DIVERS,2 reparation pneu ,10
1731,2019-11-15,1,374.82,0.0,75018,PARIS 18EME ARRONDISSEMENT,DIVERS,TOYOTA,PARE-BRISE V CAPTEUR PLUIE (+ENJ/SYS.DEMMAR.SANS CLES),2
1732,2020-01-04,1,98.33,100.0,93140,BONDY,DIVERS,DIVERS,PARE BRISE BMW SERIE 4 2475AGNLMV4P,3
1732,2020-01-04,1,218.5,0.0,93140,BONDY,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé vert,3
1733,2020-07-20,1,382.23,0.0,93270,SEVRAN,DIVERS,AGC,Pare-brise clair,4
1733,2020-07-20,1,336.98,0.0,93270,SEVRAN,DIVERS,VOLKSWAGEN,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE RETRO),4
1734,2020-09-17,1,449.33,0.0,93200,ST DENIS,DIVERS,MITSUBISHI,PARE-BRISE V CAPTEUR PLUIE (YC EMBASE/AVEC REGARD VIN),8
1734,2020-09-17,1,451.39,100.0,93200,ST DENIS,DIVERS,DIVERS,MO,8
1735,2020-12-23,1,333.33,100.0,78800,HOUILLES,DIVERS,DIVERS,4 pneus pirelli  225/40/18,9
1735,2020-12-23,1,80.8,0.0,78800,HOUILLES,DIVERS,MERCEDES,ENJOLIVEUR PARE-BRISE,9
1738,2021-08-10,1,194.44,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,2 PNEUS 245/45/17 HANKOOK,6
1740,2022-04-25,1,423.0,0.0,92400,COURBEVOIE,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert,8
1743,2023-05-06,1,218.5,0.0,36000,CHATEAUROUX,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé vert,1
1743,2023-05-06,1,277.78,100.0,36000,CHATEAUROUX,DIVERS,DIVERS,1 VITRE AVANT PEUGEOT BOXER,1
1744,2023-07-14,1,23.19,0.0,45200,MONTARGIS,DIVERS,PILKINGTON,Joint de pare-brise,10
1747,2024-03-20,1,104.17,100.0,93700,DRANCY,DIVERS,DIVERS,PLAQUETTE ET DISQUE AV +MO,4
1747,2024-03-20,1,299.34,100.0,93700,DRANCY,DIVERS,DIVERS,8385AGAUV1H TOYOTA PRIUS III 5P (09-16): PARE-BRISE,4
1748,2024-06-13,4,607.66,0.0,95140,GARGES LES GONESSE,DIVERS,TOYOTA,PARE-BRISE V CAPTEUR PLUIE (+ENJ+JT/EQUIP.CAMERA),0
1749,2018-04-24,1,382.58,0.0,77210,AVON,DIVERS,AUDI,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMBASE RETRO/DEGRADE),2
1752,2018-12-11,1,97.22,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,2 PNEUS 205/55/15,6
1752,2018-12-11,1,648.77,0.0,95190,GOUSSAINVILLE,DIVERS,AUDI,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (CHANGM-VOIE/AVEC BOUSSOLE),6
1755,2019-06-22,1,161.28,0.0,95170,DEUIL LA BARRE,DIVERS,RENAULT,PARE-BRISE V (EQUIP:ESSENCE),5
1756,2019-07-31,1,520.83,0.0,95140,GARGES LES GONESSE,DIVERS,OPEL,PARE-BRISE V ATHERMIQUE (ABSORPTION THERMIQUE),4
1757,2019-09-23,1,211.76,0.0,93170,BAGNOLET,DIVERS,PILKINGTON,Pare-brise vert,3
1759,2020-01-04,1,82.5,100.0,75012,PARIS 12EME ARRONDISSEMENT,DIVERS,DIVERS,LUNETTE C4 2732BGSHB1J,0
1761,2020-09-17,1,229.17,0.0,92700,COLOMBES,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé gris,2
1761,2020-09-17,1,17.77,0.0,92700,COLOMBES,DIVERS,AUDI,ENJOLIVEUR G PARE-BRISE,2
