States,Region,SalesKey,Civilité,Feedback,DateKey
PIERREFITTE SUR SEINE,93380,7253,4,4,2019-11-20
CHAMPIGNY SUR MARNE,94500,7254,4,6,2022-04-23
PARIS 15EME ARRONDISSEMENT,75015,7255,4,9,2021-10-29
PARIS 15EME ARRONDISSEMENT,75015,7256,4,8,2024-02-10
ARGENTEUIL,95100,7257,4,9,2023-07-26
PIERREFITTE SUR SEINE,93380,7258,4,7,2018-11-15
ST DENIS,93200,7259,4,7,2020-06-20
ST DENIS,93200,7260,4,0,2022-06-16
NOISY LE SEC,93130,7261,4,9,2021-08-07
PIERREFITTE SUR SEINE,93380,7262,4,10,2020-01-08
BAGNOLET,93170,7263,4,7,2018-09-07
MONTREUIL,93100,7264,4,7,2018-11-27
ECOUEN,95440,7265,4,1,2020-06-26
PARIS 10EME ARRONDISSEMENT,75010,7266,4,7,2020-05-08
PARIS 10EME ARRONDISSEMENT,75010,7267,4,1,2019-07-08
PARIS 10EME ARRONDISSEMENT,75010,7268,4,1,2022-03-21
DRANCY,93700,7269,4,0,2019-05-04
NOISY LE GRAND,93160,7270,4,10,2020-06-29
VILLEPINTE,93420,7271,4,0,2018-04-10
VILLEPINTE,93420,7272,4,9,2018-05-04
VILLIERS LE BEL,95400,7273,4,6,2018-05-15
VILLIERS LE BEL,95400,7274,4,8,2018-05-29
DRANCY,93700,7275,4,5,2020-08-15
CHELLES,77500,7276,4,2,2019-06-18
STAINS,93240,7277,4,2,2021-07-08
PARIS,7508,7278,4,0,2019-12-02
EPINAY SUR SEINE,93800,7279,4,10,2019-11-25
EPINAY SUR SEINE,93800,7280,4,5,2019-04-01
LE BLANC MESNIL,93150,7281,4,1,2019-07-18
LE BLANC MESNIL,93150,7282,4,7,2020-04-29
LE BLANC MESNIL,93150,7283,4,3,2019-06-18
LE BLANC MESNIL,93150,7284,4,1,2019-11-23
LE BLANC MESNIL,93150,7285,4,2,2019-11-23
LE BLANC MESNIL,93150,7286,4,0,2020-03-07
LE BLANC MESNIL,93150,7287,4,2,2020-05-23
LE BLANC MESNIL,93150,7288,4,3,2020-01-18
LE BLANC MESNIL,93150,7289,4,3,2023-03-29
LE BLANC MESNIL,93150,7290,4,2,2023-03-29
SARCELLES,95200,7291,4,9,2021-02-09
PIERREFITTE SUR SEINE,93380,7292,4,9,2019-05-18
GARGES LES GONESSE,95140,7293,4,2,2020-05-11
PARIS 20EME ARRONDISSEMENT,75020,7294,4,0,2020-03-13
SEZANNE,51120,7295,4,8,2018-05-25
SEZANNE,51120,7296,4,10,2018-05-25
NOISY LE SEC,93130,7297,4,4,2020-09-18
ST DENIS,93200,7298,4,7,2020-04-29
PARIS 20EME ARRONDISSEMENT,75020,7299,4,0,2019-10-19
PARIS 11EME ARRONDISSEMENT,75011,7300,4,3,2024-01-22
ECOUEN,95440,7301,4,8,2021-03-23
CHANTILLY,60500,7302,4,4,2020-05-06
CHANTILLY,60500,7303,4,2,2020-05-07
ROSNY SOUS BOIS,93110,7304,4,9,2018-12-15
CHANTILLY,60500,7305,4,9,2020-02-04
ARZON,56640,7306,4,8,2022-03-24
ST DENIS,93200,7307,4,10,2020-07-29
ST GRATIEN,95210,7308,4,5,2022-11-04
VILLEPINTE,93420,7309,4,7,2020-01-23
PARIS CEDEX 13,75647,7310,4,8,2018-11-19
ARNOUVILLE LES GONESSE,95400,7311,4,10,2021-03-09
ARNOUVILLE LES GONESSE,95400,7312,4,5,2021-07-06
PIERREFITTE SUR SEINE,93380,7313,4,8,2018-06-16
COURCOURONNES,91080,7314,4,5,2019-09-03
COURCOURONNES,91080,7315,4,6,2019-09-03
COURCOURONNES,91080,7316,4,6,2019-09-03
IVRY SUR SEINE,94200,7317,4,8,2018-05-22
ASNIERES SUR SEINE,92600,7318,4,7,2022-09-22
PANTIN,93500,7319,4,1,2019-05-10
DRANCY,93700,7320,4,3,2021-04-28
PARIS 12EME ARRONDISSEMENT,75012,7321,4,4,2022-10-14
LE PRE ST GERVAIS,93310,7322,4,4,2023-11-11
LIVRY GARGAN,93190,7323,4,0,2019-10-21
AUBERVILLIERS,93300,7324,4,6,2022-08-30
GONESSE,95500,7325,4,7,2019-07-01
GONESSE,95500,7326,4,1,2019-03-23
GONESSE,95500,7327,4,6,2019-11-30
GONESSE,95500,7328,4,1,2019-11-30
GONESSE,95500,7329,4,7,2019-12-14
MONTREUIL,93100,7330,4,0,2023-05-17
GISORS,27140,7331,4,0,2020-03-05
BOBIGNY,93000,7332,4,1,2023-08-17
EAUBONNE,95600,7333,4,10,2024-04-17
AUBERVILLIERS,93300,7334,4,4,2024-07-08
PARIS 10EME ARRONDISSEMENT,75010,7335,4,1,2018-12-27
BRUNOY,91800,7336,4,10,2019-11-08
AULNAY SOUS BOIS,93600,7337,4,9,2018-06-02
AUBERVILLIERS,93300,7338,4,5,2023-04-20
PARIS 10EME ARRONDISSEMENT,75010,7339,4,7,2023-12-05
AUBERVILLIERS,93300,7340,4,7,2022-11-19
HERBLAY,95220,7341,4,3,2020-05-16
HERBLAY,95220,7342,4,1,2019-05-20
STAINS,93240,7343,4,0,2023-02-08
PARIS 18EME ARRONDISSEMENT,75018,7344,4,0,2019-09-12
LA COURNEUVE,93120,7345,4,1,2024-01-24
EPINAY SUR SEINE,93800,7346,4,0,2023-12-29
VILLIERS LE BEL,95400,7347,4,3,2022-09-12
VILLIERS LE BEL,95400,7348,4,4,2020-06-06
VILLIERS LE BEL,95400,7349,4,0,2024-02-09
DRAVEIL,91210,7350,4,5,2022-12-05
BOISSY ST LEGER,94470,7351,4,4,2020-07-01
LES PAVILLONS SOUS BOIS,93320,7352,4,1,2023-02-17
ST OUEN,93400,7353,4,1,2018-12-10
ST OUEN,93400,7354,4,2,2018-11-07
SENLIS,60300,7355,4,10,2020-12-29
LE BLANC MESNIL,93150,7356,4,9,2019-11-04
SARCELLES,95200,7357,4,4,2018-04-27
AULNAY SOUS BOIS,93600,7358,4,0,2021-06-21
AULNAY SOUS BOIS,93600,7359,4,6,2020-06-13
SARTROUVILLE,78500,7360,4,4,2019-06-18
GARGES LES GONESSE,95140,7361,4,4,2019-08-05
VILLIERS LE BEL,95400,7362,4,8,2022-09-27
LA COURNEUVE,93120,7363,4,4,2018-11-23
PIERREFITTE SUR SEINE,93380,7364,4,0,2020-04-21
AUBERVILLIERS,93300,7365,4,8,2020-03-16
ST CLOUD,92210,7366,4,3,2023-05-11
ST CLOUD,92210,7367,4,0,2023-08-23
SARCELLES,95200,7368,4,3,2019-05-02
MONTREUIL,93100,7369,4,4,2020-07-07
BONDY,93140,7370,4,7,2021-06-24
BOUFFEMONT,95570,7371,5,4,2020-02-28
LOUVECIENNES,78430,7372,4,4,2020-03-19
ST DENIS,93200,7373,4,4,2020-05-13
EPINAY SUR SEINE,93800,7374,4,6,2019-09-19
PARIS 15EME ARRONDISSEMENT,75015,7375,4,2,2021-02-25
GRANGES AUMONTZEY,88640,7376,4,5,2020-06-18
AUMONTZEY,88640,7377,4,10,2020-06-29
SARCELLES,95200,7378,4,6,2019-08-07
DRANCY,93700,7379,4,1,2021-07-03
AULNAY SOUS BOIS,93600,7380,4,0,2022-03-18
PARIS 12EME ARRONDISSEMENT,75012,7381,4,10,2023-04-29
PARIS 18EME ARRONDISSEMENT,75018,7382,4,7,2020-07-16
BOBIGNY,93000,7383,4,5,2023-03-29
ARGENTEUIL,95100,7384,4,3,2019-08-29
STAINS,93240,7385,4,2,2022-04-04
FONTENAY AUX ROSES,92260,7386,4,2,2023-10-30
FONTENAY AUX ROSES,92260,7387,4,3,2023-10-31
PARIS 18EME ARRONDISSEMENT,75018,7388,4,5,2023-03-17
STAINS,93240,7389,4,9,2020-08-13
STAINS,93240,7390,4,5,2020-10-27
VILLENEUVE LA GARENNE,92390,7391,4,6,2019-12-04
VILLENEUVE LA GARENNE,92390,7392,4,8,2019-12-04
ABLIS,78660,7393,4,5,2018-08-16
SARCELLES,95200,7394,4,1,2018-09-15
PIERREFITTE SUR SEINE,93380,7395,4,5,2020-07-06
EAUBONNE,95600,7396,4,4,2020-01-08
ERMONT,95120,7397,4,0,2019-10-01
EAUBONNE,95600,7398,4,6,2019-12-14
GARGES LES GONESSE,95140,7399,4,7,2020-04-22
EPINAY SUR SEINE,93800,7400,4,8,2023-05-23
ROSNY SOUS BOIS,93110,7401,4,4,2020-04-30
ROSNY SOUS BOIS,93110,7402,4,9,2023-05-05
ROSNY SOUS BOIS,93110,7403,4,8,2019-05-18
MONTREUIL,93100,7404,4,0,2019-09-24
STAINS,93240,7405,4,9,2018-09-21
ARSY,60190,7406,4,2,2018-10-25
ARSY,60190,7407,4,6,2018-10-25
LE MEUX,60880,7408,4,0,2018-10-25
ARSY,60190,7409,4,7,2018-10-25
ARSY,60190,7410,4,8,2018-08-04
.,,7411,4,0,2019-02-14
MITRY MORY,77290,7412,4,4,2019-05-21
GONESSE,95500,7413,4,9,2019-08-12
GONESSE,95500,7414,4,5,2019-07-11
ARGIS,1230,7415,4,10,2020-06-06
LA PLAINE ST DENIS,93210,7416,4,8,2021-03-18
ST OUEN L AUMONE,95310,7417,4,10,2024-06-17
STAINS,93240,7418,4,9,2023-07-26
MASSY,91300,7419,4,0,2019-12-18
FRANCONVILLE,95130,7420,4,7,2022-03-18
PARIS 11EME ARRONDISSEMENT,75011,7421,4,7,2019-05-27
PARIS 19EME ARRONDISSEMENT,75019,7422,4,2,2023-10-24
GONESSE,95500,7423,4,2,2021-06-14
GOUSSAINVILLE,95190,7424,4,5,2020-10-12
PARIS 20EME ARRONDISSEMENT,75020,7425,4,1,2021-08-12
PARIS 20EME ARRONDISSEMENT,75020,7426,4,5,2021-08-12
PARIS 20EME ARRONDISSEMENT,75020,7427,4,2,2021-02-18
PARIS 20EME ARRONDISSEMENT,75020,7428,4,5,2018-12-27
PIERREFITTE SUR SEINE,93380,7429,4,2,2021-11-03
ASNIERES SUR SEINE,92600,7430,4,9,2018-12-25
PARIS 8EME ARRONDISSEMENT,75008,7431,4,9,2022-12-15
SARCELLES,95200,7432,4,5,2018-12-12
MAFFLIERS,95560,7433,4,6,2019-03-21
NEUILLY SUR MARNE,93330,7434,4,7,2023-04-03
BOULOGNE BILLANCOURT,92100,7435,4,7,2019-07-30
CERGY PONTOISE CEDEX 1,95041,7436,4,8,2019-11-30
CERGY PONTOISE CEDEX 1,95041,7437,4,7,2019-12-04
LE BLANC MESNIL,93150,7438,4,8,2023-09-01
LE BLANC MESNIL,93150,7439,4,3,2019-12-26
MONTEVRAIN,77144,7440,4,6,2021-03-03
ASNIERES SUR SEINE,92600,7441,4,6,2021-10-14
ASNIERES SUR SEINE,92600,7442,4,1,2018-04-03
PIERREFITTE SUR SEINE,93380,7443,4,1,2019-09-11
PARIS 10EME ARRONDISSEMENT,75010,7444,4,8,2021-05-28
EPINAY SUR SEINE,93800,7445,4,2,2022-10-25
SURESNES,92150,7446,4,8,2019-11-25
CHAMPIGNY SUR MARNE,94800,7447,4,1,2023-06-21
BRUGES,33520,7448,4,1,2019-09-07
PARIS 19EME ARRONDISSEMENT,75019,7449,4,2,2022-08-24
ASNIERES SUR SEINE,92600,7450,4,7,2022-05-18
CHAMPAGNE SUR OISE,95660,7451,4,9,2023-10-05
PIERREFITTE SUR SEINE,93380,7452,4,9,2020-08-01
GARGES LES GONESSE,95140,7453,4,9,2019-05-08
PARIS 15EME ARRONDISSEMENT,75015,7454,4,3,2023-03-31
PARIS 15EME ARRONDISSEMENT,75015,7455,4,8,2023-09-01
PIERREFITTE SUR SEINE,93380,7456,4,1,2018-12-07
VITRY SUR SEINE,94400,7457,4,5,2022-02-16
STAINS,93240,7458,4,0,2023-05-30
GENNEVILLIERS,92230,7459,4,4,2023-04-20
GARGES LES GONESSE,95140,7460,4,5,2022-05-21
GAGNY,93220,7461,4,6,2020-09-15
NOISY LE SEC,93130,7462,4,9,2020-06-09
ALFORTVILLE,94140,7463,4,8,2018-08-09
SARCELLES,95200,7464,4,9,2020-03-10
VILLETANEUSE,93430,7465,4,1,2023-12-16
PARIS 18EME ARRONDISSEMENT,75018,7466,4,8,2021-09-17
SELESTAT,67600,7467,4,7,2020-01-10
AULNAY SOUS BOIS,93600,7468,4,6,2019-04-25
BOBIGNY,93000,7469,4,10,2020-06-16
SARCELLES,95200,7470,4,9,2023-10-31
IVRY SUR SEINE,94200,7471,4,10,2019-04-04
LA CHAPELLE ST LUC,10600,7472,4,7,2023-08-02
BOBIGNY,93000,7473,4,2,2022-01-18
VILLEPARISIS,77270,7474,4,5,2019-11-13
LEVALLOIS PERRET,92300,7475,4,9,2019-09-05
STAINS,93240,7476,4,7,2019-11-11
VILLIERS LE BEL,95400,7477,4,3,2023-02-16
MONTREUIL,93100,7478,4,4,2020-06-05
MONTREUIL,93100,7479,4,3,2020-02-14
MONTREUIL,93100,7480,4,7,2020-05-29
LA CELLE ST CLOUD,78170,7481,4,6,2024-01-04
PARIS 17EME ARRONDISSEMENT,75017,7482,4,4,2020-08-01
LEVALLOIS PERRET,92300,7483,4,10,2020-08-18
BOBIGNY,93000,7484,4,9,2022-06-20
BOBIGNY,93000,7485,4,8,2022-10-18
STAINS,93240,7486,4,5,2023-12-28
TORCY,77200,7487,4,6,2021-01-19
GOUSSAINVILLE,95190,7488,4,6,2020-09-11
LOUVRES,95380,7489,4,7,2024-03-15
PARIS 10EME ARRONDISSEMENT,75010,7490,4,3,2021-04-21
EPINAY SUR SEINE,93800,7491,4,4,2022-06-20
PARIS 8EME ARRONDISSEMENT,75008,7492,4,3,2022-01-25
VILLENEUVE LE ROI,94290,7493,4,7,2021-04-21
VILLIERS SUR MARNE,94350,7494,4,9,2023-05-30
COMBS LA VILLE,77380,7495,4,3,2023-03-07
PIERREFITTE SUR SEINE,93380,7496,4,10,2019-07-25
GARGES LES GONESSE,95140,7497,4,4,2018-11-19
PARIS 11EME ARRONDISSEMENT,75011,7498,4,7,2023-02-06
STAINS,93240,7499,4,2,2019-06-27
BONNEUIL EN FRANCE,95500,7500,4,9,2020-06-12
GONESSE,95500,7501,4,7,2020-05-21
SARCELLES,95200,7502,4,6,2018-12-22
ST OUEN,93400,7503,4,8,2023-05-30
ST OUEN,93400,7504,4,4,2023-05-30
LIVRY GARGAN,93190,7505,4,9,2021-11-16
SOISY SOUS MONTMORENCY,95230,7506,4,6,2020-06-15
SOISY SOUS MONTMORENCY,95230,7507,4,9,2020-05-14
ASNIERES SUR SEINE,92600,7508,4,10,2024-06-14
SARCELLES,95200,7509,4,2,2020-04-23
LENS,62300,7510,4,3,2021-06-18
COMPIEGNE,60200,7511,4,10,2019-07-24
COMPIEGNE,60200,7512,4,10,2019-06-14
COMPIEGNE,60200,7513,4,0,2019-07-24
COMPIEGNE,60200,7514,4,3,2019-08-08
COMPIEGNE,60200,7515,4,6,2019-05-07
ASNIERES SUR SEINE,92600,7516,4,7,2020-07-10
DRANCY,93700,7517,4,2,2024-03-11
PIERREFITTE SUR SEINE,93380,7518,4,9,2022-05-13
ENGHIEN LES BAINS,95880,7519,4,9,2023-07-21
PARIS 12EME ARRONDISSEMENT,75012,7520,4,2,2021-09-13
PARIS 19EME ARRONDISSEMENT,75019,7521,4,3,2023-05-05
CRETEIL,94000,7522,4,8,2021-09-06
LE BOURGET,93350,7523,4,10,2020-05-16
LE BOURGET,93350,7524,4,1,2019-11-04
BELLEU,2200,7525,4,7,2022-01-28
LA GARENNE COLOMBES,92250,7526,4,6,2022-07-04
TREMBLAY EN FRANCE,93290,7527,4,3,2022-05-10
TREMBLAY EN FRANCE,93290,7528,4,0,2022-10-17
VITRY SUR SEINE,94400,7529,4,8,2024-07-05
STAINS,93240,7530,4,10,2022-07-29
ROUEN,76000,7531,4,2,2022-06-13
ST OUEN L AUMONE,95310,7532,4,2,2023-05-06
LA VARENNE ST HILAIRE,94210,7533,4,10,2020-07-15
SOTTEVILLE LES ROUEN,76300,7534,4,4,2020-07-29
ORGEVAL,78630,7535,4,7,2020-09-07
SARCELLES,95200,7536,4,10,2019-06-06
WISSOUS,91320,7537,4,10,2023-07-11
PARIS 4EME ARRONDISSEMENT,75004,7538,4,6,2021-04-21
GONESSE,95500,7539,4,5,2021-05-05
MELUN,77000,7540,4,6,2023-08-05
ST DENIS,93200,7541,4,6,2022-02-14
VILLEPINTE,93420,7542,4,4,2023-11-23
STAINS,93240,7543,4,1,2018-06-07
LE HAVRE,76620,7544,4,1,2023-10-26
PIERREFITTE SUR SEINE,93380,7545,4,5,2019-07-09
BOBIGNY,93000,7546,4,3,2024-06-03
EPINAY SUR SEINE,93800,7547,4,2,2023-03-09
STAINS,93240,7548,4,4,2022-10-18
LA GARENNE COLOMBES,92250,7549,4,3,2024-03-18
LA GARENNE COLOMBES,92250,7550,4,1,2023-12-07
AUBERVILLIERS,93300,7551,4,9,2022-12-12
PANTIN,93500,7552,4,5,2022-06-23
ST DENIS,93200,7553,4,8,2023-07-17
POISSY,78300,7554,4,2,2019-07-26
AUBERVILLIERS,93300,7555,4,3,2024-03-26
L ISLE ADAM,95290,7556,4,7,2019-08-26
PARIS 18EME ARRONDISSEMENT,75018,7557,4,3,2023-07-22
PARIS 18EME ARRONDISSEMENT,75018,7558,4,0,2022-12-12
VILLETANEUSE,93430,7559,4,10,2023-06-01
DRANCY,93700,7560,4,7,2022-06-20
VILLENEUVE LE ROI,94290,7561,4,5,2024-05-22
CLICHY SOUS BOIS,93390,7562,4,0,2020-12-21
PARIS 8EME ARRONDISSEMENT,75008,7563,4,1,2022-06-27
PARIS 9EME ARRONDISSEMENT,75009,7564,4,2,2019-12-12
PARIS 11EME ARRONDISSEMENT,75011,7565,4,7,2022-08-30
LOUVRES,95380,7566,4,8,2018-05-14
MITRY MORY,77290,7567,4,4,2021-02-26
PARIS 10EME ARRONDISSEMENT,75010,7568,4,2,2019-10-28
PIERREFITTE SUR SEINE,93380,7569,4,0,2023-02-27
GROSLAY,95410,7570,4,7,2020-03-03
CHILLY MAZARIN,91380,7571,4,9,2023-09-08
DRANCY,93700,7572,4,8,2021-02-25
DRANCY,93700,7573,4,3,2021-04-07
AUBERVILLIERS,93300,7574,4,2,2021-04-29
AUBERVILLIERS,93300,7575,4,9,2021-04-29
PARIS 12EME ARRONDISSEMENT,75012,7576,4,5,2019-01-10
VILLIERS LE BEL,95400,7577,4,8,2022-05-31
COIGNIERES,78310,7578,4,8,2020-02-24
BOBIGNY,93000,7579,4,4,2023-11-15
PARIS 20EME ARRONDISSEMENT,75020,7580,4,4,2020-01-28
BEAUMONT SUR OISE,95260,7581,4,8,2021-06-02
CLICHY,92110,7582,4,0,2019-06-21
BONNEUIL SUR MARNE,94380,7583,4,1,2020-01-15
BONNEUIL SUR MARNE,94380,7584,4,6,2018-11-15
FLEURY MEROGIS,91700,7585,4,5,2021-08-11
MARGENCY,95580,7586,4,10,2022-06-13
PIERREFITTE SUR SEINE,93380,7587,4,2,2023-07-01
AULNAY SOUS BOIS,93600,7588,4,2,2021-03-30
PARIS 19EME ARRONDISSEMENT,75019,7589,4,8,2018-10-26
STAINS,93240,7590,4,0,2018-12-14
STAINS,93240,7591,4,5,2019-05-01
AUBERVILLIERS,93300,7592,4,3,2023-12-12
ARGENTEUIL,95100,7593,4,6,2021-08-13
LOUVRES,95380,7594,4,9,2020-04-27
STAINS,93240,7595,4,3,2021-10-21
LES PAVILLONS SOUS BOIS,93320,7596,4,10,2021-12-07
VINCENNES,94300,7597,4,10,2020-12-31
NOISY LE SEC,93130,7598,4,0,2021-10-20
PARIS 13EME ARRONDISSEMENT,75013,7599,4,9,2020-01-07
PARIS 13EME ARRONDISSEMENT,75013,7600,4,10,2019-03-12
PARIS 11EME ARRONDISSEMENT,75011,7601,4,4,2023-08-14
VEMARS,95470,7602,4,4,2022-01-26
COULOMMIERS,77120,7603,4,8,2019-08-23
PORTES LES VALENCE,26800,7604,4,8,2023-08-17
LE BOURGET,93350,7605,4,9,2021-06-14
STAINS,93240,7606,4,9,2024-01-02
GONESSE,95500,7607,4,9,2023-01-14
FRANCONVILLE,95130,7608,4,3,2023-11-28
PARIS 20EME ARRONDISSEMENT,75020,7609,4,4,2023-02-09
PIERREFITTE SUR SEINE,93380,7610,4,10,2020-01-17
VILLEMOISSON SUR ORGE,91360,7611,4,4,2021-11-23
LE BOURGET,93350,7612,4,9,2018-06-09
EPINAY SUR SEINE,93800,7613,4,2,2019-09-16
PIERREFITTE SUR SEINE,93380,7614,4,8,2023-03-21
PARIS 1ER ARRONDISSEMENT,75001,7615,4,6,2021-03-25
DRANCY,93700,7616,4,10,2020-08-17
STAINS,93240,7617,4,5,2018-12-18
MONTREUIL,93100,7618,4,1,2020-06-18
ARGENTEUIL,95100,7619,4,9,2020-05-07
NEUILLY SUR SEINE,92200,7620,4,0,2020-08-31
CERGY,95800,7621,4,2,2021-02-15
PARIS 16EME ARRONDISSEMENT,75016,7622,4,2,2021-04-21
MELICOCQ,60150,7623,4,7,2019-09-07
PARIS 12EME ARRONDISSEMENT,75012,7624,4,0,2021-12-27
GOUSSAINVILLE,95190,7625,4,9,2019-06-12
GOUSSAINVILLE,95190,7626,4,3,2022-07-07
LES PAVILLONS SOUS BOIS,93320,7627,4,1,2023-10-11
SARCELLES,95200,7628,4,9,2021-07-05
PANTIN,93500,7629,4,7,2018-09-08
VANVES,92170,7630,4,5,2023-05-13
STAINS,93240,7631,4,2,2019-11-08
STAINS,93240,7632,4,10,2019-11-20
STAINS,93240,7633,4,2,2019-10-28
NANTEUIL LES MEAUX,77100,7634,4,4,2022-06-04
ST DENIS,93200,7635,4,7,2020-06-09
SEVRAN,93270,7636,4,10,2022-10-17
GONESSE,95500,7637,4,9,2022-01-08
COURBEVOIE,92400,7638,4,3,2023-07-18
LA PLAINE ST DENIS,93210,7639,4,8,2022-01-07
SARCELLES,95200,7640,4,9,2023-06-03
EPINAY SUR SEINE,93800,7641,4,6,2022-11-21
PARIS 19EME ARRONDISSEMENT,75019,7642,4,6,2023-08-21
PANTIN,93500,7643,4,7,2020-04-21
DRANCY,93700,7644,4,3,2021-09-24
PARIS 18EME ARRONDISSEMENT,75018,7645,4,9,2019-02-16
LE BLANC MESNIL,93150,7646,4,6,2019-07-17
PIERREFITTE SUR SEINE,93380,7647,4,5,2020-08-08
MONTREUIL,93100,7648,4,9,2019-09-05
LE PLESSIS TREVISE,94420,7649,4,8,2023-06-01
NEUILLY SUR SEINE,92200,7650,4,10,2023-08-07
PARIS 18EME ARRONDISSEMENT,75018,7651,4,2,2023-09-12
PARIS 18EME ARRONDISSEMENT,75018,7652,4,4,2023-06-05
MONTREUIL,93100,7653,4,4,2022-07-26
MONTREUIL,93100,7654,4,6,2023-03-21
NEMOURS,77140,7655,4,7,2020-06-06
NEMOURS,77140,7656,4,10,2020-06-01
BONDY,93140,7657,4,3,2019-12-23
ST DENIS,93200,7658,4,3,2020-06-19
ST DENIS,93200,7659,4,2,2020-06-23
ST DENIS,93200,7660,4,7,2020-06-23
ST DENIS,93200,7661,4,3,2021-01-04
PARIS 18EME ARRONDISSEMENT,75018,7662,4,10,2020-08-05
CHAMPIGNY SUR MARNE,94500,7663,4,1,2023-01-17
CHELLES,77500,7664,4,5,2019-04-05
EZANVILLE,95460,7665,4,1,2019-04-01
PANTIN,93500,7666,4,7,2022-04-22
GARGES LES GONESSE,95140,7667,4,1,2018-07-09
PARIS 18EME ARRONDISSEMENT,75018,7668,4,1,2022-06-23
GONESSE,95500,7669,4,8,2023-10-18
BOBIGNY,93000,7670,4,4,2024-01-31
STAINS,93240,7671,4,4,2020-11-25
SARCELLES,95200,7672,4,9,2019-01-12
LE MANS,72000,7673,4,4,2019-06-10
PARIS 20EME ARRONDISSEMENT,75020,7674,4,7,2018-05-15
PIERREFITTE SUR SEINE,93380,7675,4,9,2018-10-01
ST DENIS,93200,7676,4,1,2019-08-27
STAINS,93240,7677,4,8,2018-12-04
STAINS,93240,7678,4,10,2019-07-29
MAROLLES EN BRIE,94440,7679,4,9,2020-10-06
PANTIN,93500,7680,4,4,2019-06-26
ASNIERES SUR SEINE,92600,7681,4,4,2018-12-03
GROSLAY,95410,7682,4,10,2022-02-18
PARIS CEDEX06,75272,7683,4,8,2024-05-14
PARIS 18EME ARRONDISSEMENT,75018,7684,4,6,2020-07-24
ST DENIS,93200,7685,4,10,2022-04-14
THIEUX,77230,7686,4,4,2021-02-24
THIEUX,77230,7687,4,8,2022-07-02
GRADIGNAN,33170,7688,4,0,2021-07-06
STAINS,93240,7689,4,6,2018-04-27
PARIS 11EME ARRONDISSEMENT,75011,7690,4,3,2021-07-31
PARIS 11EME ARRONDISSEMENT,75011,7691,4,1,2021-08-12
PARIS 11EME ARRONDISSEMENT,75011,7692,4,4,2021-07-03
STAINS,93240,7693,4,5,2018-06-29
GARGES LES GONESSE,95140,7694,4,9,2018-06-29
GARGES LES GONESSE,95140,7695,4,4,2018-06-29
GARGES LES GONESSE,95140,7696,4,9,2018-06-29
GENNEVILLIERS,92230,7697,4,5,2020-06-06
BOBIGNY,93000,7698,4,2,2021-02-26
CRETEIL,94000,7699,4,9,2023-10-06
PARIS 8EME ARRONDISSEMENT,75008,7700,4,8,2020-07-13
LA CELLE ST CLOUD,78170,7701,4,1,2021-06-23
PARIS 16EME ARRONDISSEMENT,75016,7702,4,1,2019-06-07
PIERREFITTE SUR SEINE,93380,7703,4,6,2022-08-22
VILLETANEUSE,93430,7704,4,1,2020-06-06
SARCELLES,95200,7705,4,2,2023-02-23
DOMONT,95330,7706,4,7,2020-02-25
ARGENTEUIL,95100,7707,4,3,2020-04-23
PIERREFITTE SUR SEINE,93380,7708,4,6,2020-08-01
PIERREFITTE SUR SEINE,93380,7709,4,0,2022-06-03
CERGY,95000,7710,4,10,2021-05-18
BUSSY ST GEORGES,77600,7711,4,0,2024-03-20
BUSSY ST GEORGES,77600,7712,4,9,2023-11-30
BUSSY ST GEORGES,77600,7713,4,6,2023-08-12
VERSAILLES,78000,7714,4,10,2020-09-11
PIERREFITTE SUR SEINE,93380,7715,4,8,2019-12-11
STAINS,93240,7716,4,1,2021-08-09
STAINS,93240,7717,4,8,2021-01-20
L ILE ST DENIS,93450,7718,4,6,2020-02-12
L ILE ST DENIS,93450,7719,4,3,2022-02-07
MANTES LA VILLE ,78711,7720,4,2,2021-02-15
CHOISY LE ROI,94600,7721,4,5,2022-05-23
VILLEPINTE,93420,7722,4,9,2023-05-09
L ILE ST DENIS,93450,7723,4,0,2019-05-29
L ILE ST DENIS,93450,7724,4,0,2019-01-21
ORLY,94310,7725,4,8,2020-06-12
EAUBONNE,95600,7726,4,1,2022-09-14
ST OUEN,93400,7727,4,8,2018-08-06
BOULOGNE BILLANCOURT,92100,7728,4,4,2019-09-24
ARNOUVILLE LES GONESSE,95400,7729,4,4,2024-03-28
CHAMPIGNY SUR MARNE,94500,7730,4,7,2023-04-20
PARIS 12EME ARRONDISSEMENT,75012,7731,4,3,2021-08-26
GARGES LES GONESSE,95140,7732,4,9,2023-01-06
PARIS 10EME ARRONDISSEMENT,75010,7733,4,10,2018-12-07
BONDY,93140,7734,4,1,2020-03-02
SEVRAN,93270,7735,4,3,2019-12-20
CHAMPAGNE SUR OISE,95660,7736,4,1,2019-10-14
PIERREFITTE SUR SEINE,93380,7737,4,1,2023-12-26
PONTOISE,95300,7738,4,2,2022-07-20
ASNIERES SUR SEINE,92600,7739,4,1,2018-12-15
ST MAUR DES FOSSES,94100,7740,4,6,2019-03-20
GENNEVILLIERS,92230,7741,4,8,2020-05-08
GENNEVILLIERS,92230,7742,4,5,2020-05-27
GENNEVILLIERS,92230,7743,4,10,2020-05-27
CLICHY,92110,7744,4,7,2019-07-08
PIERREFITTE,,7745,4,0,2018-08-04
COMPIEGNE,60200,7746,4,10,2020-02-05
